id,title,thumbnail,short_description,game_url,genre,platform,publisher,developer,release_date,freetogame_profile_url
297,Wizard101,https://www.freetogame.com/g/297/thumbnail.jpg,A free to play MMORPG set in the magical Wizard school.,https://www.freetogame.com/open/wizard101,MMORPG,PC (Windows),KingsIsle Entertainment,KingsIsle Entertainment,2008-09-02,https://www.freetogame.com/wizard101
298,Perfect World International,https://www.freetogame.com/g/298/thumbnail.jpg,"A free-to-play fantasy MMORPG, that focuses heavily on Chinese mythology.",https://www.freetogame.com/open/pwi,MMORPG,PC (Windows),"Beijing Perfect World, Perfect World Entertainment",Beijing Perfect World,2008-09-02,https://www.freetogame.com/pwi
319,Ace Online,https://www.freetogame.com/g/319/thumbnail.jpg,A free to play fast action 3D sci-fi MMO where players control space fighters jets.,https://www.freetogame.com/open/ace-online,Shooter,PC (Windows),Suba Games,MasangSoft,2008-08-29,https://www.freetogame.com/ace-online
300,Rohan: Blood Feud,https://www.freetogame.com/g/300/thumbnail.jpg,A free-to-play medieval MMORPG highly-focused on PVP.,https://www.freetogame.com/open/rohan-blood-feud,MMORPG,PC (Windows),Playwith Interactive,Playwith Interactive,2008-05-28,https://www.freetogame.com/rohan-blood-feud
301,Age of Conan: Unchained,https://www.freetogame.com/g/301/thumbnail.jpg,A award ­winning massively multiplayer online game that has received critical acclaim.,https://www.freetogame.com/open/age-of-conan,MMORPG,PC (Windows),Funcom,Funcom,2008-05-20,https://www.freetogame.com/age-of-conan
428,Ikariam,https://www.freetogame.com/g/428/thumbnail.jpg,A free to play browser-based city-building strategy game by GameForge.,https://www.freetogame.com/open/ikariam,Strategy,Web Browser,GameForge,GameForge,2008-03-31,https://www.freetogame.com/ikariam
303,Saga,https://www.freetogame.com/g/303/thumbnail.jpg,A free-to-play MMORTS that also features city-building and trading card games.,https://www.freetogame.com/open/saga,Strategy,PC (Windows),Silverlode Interactive,"Silverlode Interactive , Wasatch Games",2008-02-26,https://www.freetogame.com/saga
305,Fiesta Online,https://www.freetogame.com/g/305/thumbnail.jpg,A free to play anime MMORPG with a friendly community.,https://www.freetogame.com/open/fiesta-online,MMORPG,PC (Windows),gamigo AG,Onson Soft,2008-02-01,https://www.freetogame.com/fiesta-online
307,Shaiya,https://www.freetogame.com/g/307/thumbnail.jpg,A free to play 3D MMORPG similar to World of Warcraft and Lineage 2.,https://www.freetogame.com/open/shaiya,MMORPG,PC (Windows),Aeria Games,Aeria Games,2007-12-24,https://www.freetogame.com/shaiya
308,Angels Online,https://www.freetogame.com/g/308/thumbnail.jpg,A cute anime MMORPG with a good selection of classes.,https://www.freetogame.com/open/angels-online,MMORPG,PC (Windows),I Got Games,UserJoy Technology,2007-12-01,https://www.freetogame.com/angels-online
309,Seal Online,https://www.freetogame.com/g/309/thumbnail.jpg,A free MMORP that has been out for a long period of time with solid history under its belt.,https://www.freetogame.com/open/seal-online,MMORPG,PC (Windows),YNK Interactive,YNK Interactive,2007-11-19,https://www.freetogame.com/seal-online
310,Team Fortress 2,https://www.freetogame.com/g/310/thumbnail.jpg,Valve's iconic class-based free-to-play first-person shooter!,https://www.freetogame.com/open/team-fortress-2,Shooter,PC (Windows),Valve,Valve,2007-10-10,https://www.freetogame.com/team-fortress-2
311,Rumble Fighter,https://www.freetogame.com/g/311/thumbnail.jpg,"A free to play Fighting MMO, test your skills!",https://www.freetogame.com/open/rumble-fighter,Fighting,PC (Windows),RedFox Games,Nimonix,2007-08-02,https://www.freetogame.com/rumble-fighter
312,Granado Espada Online,https://www.freetogame.com/g/312/thumbnail.jpg,"Adventure back to colonial times where you can find prestige, wealth, adventure, and a lot of work.",https://www.freetogame.com/open/granado-espada,MMORPG,PC (Windows),T3Fun,IMC Games Co. Limited,2007-07-10,https://www.freetogame.com/granado-espada
265,9Dragons,https://www.freetogame.com/g/265/thumbnail.jpg,A martial arts themed MMORPG set in China during the Ming Dynasty.,https://www.freetogame.com/open/9dragons,MMORPG,PC (Windows),Battlezone,JoongWon Games,2007-05-09,https://www.freetogame.com/9dragons
15,Crossfire,https://www.freetogame.com/g/15/thumbnail.jpg,A first person tactical shooter with a huge selection of game modes!,https://www.freetogame.com/open/crossfire,Shooter,PC (Windows),Neowiz Games,SmileGate,2007-05-03,https://www.freetogame.com/crossfire
313,Teeworlds,https://www.freetogame.com/g/313/thumbnail.jpg,A free to play retro multiplayer online shooter where you can even design your own maps!,https://www.freetogame.com/open/teeworlds,Shooter,PC (Windows),Teeworlds Team,Teeworlds Team,2007-05-27,https://www.freetogame.com/teeworlds
337,Priston Tale,https://www.freetogame.com/g/337/thumbnail.jpg,A free to play action-oriented fantasy MMORPG!,https://www.freetogame.com/open/priston-tale,MMORPG,PC (Windows),Suba Games,Trglow Pictures,2007-05-17,https://www.freetogame.com/priston-tale
314,Audition Online,https://www.freetogame.com/g/314/thumbnail.jpg,"A 3D rhythm MMO, Compete against other players in dance competitions.",https://www.freetogame.com/open/audition-online,Social,PC (Windows),Redbana Corporation,T3 Entertainment,2007-04-02,https://www.freetogame.com/audition-online
16,Roblox,https://www.freetogame.com/g/16/thumbnail.jpg,A free to play sandbox MMO with lots of creation options.,https://www.freetogame.com/open/roblox,MMO,PC (Windows),Roblox Corporation,Roblox Corporation,2006-12-22,https://www.freetogame.com/roblox
315,Voyage Century Online,https://www.freetogame.com/g/315/thumbnail.jpg,A massive open world ship vs. ship combat game where players will take charge of their own vessel.,https://www.freetogame.com/open/voyage-century-online,MMORPG,PC (Windows),IGG,Snail Games,2006-12-22,https://www.freetogame.com/voyage-century-online
333,Metin2,https://www.freetogame.com/g/333/thumbnail.jpg,A classic free to play 3D MMORPG with a retro feel.,https://www.freetogame.com/open/metin2,MMORPG,PC (Windows),Gameforge,Ymir Entertainment,2006-12-17,https://www.freetogame.com/metin2
317,Rappelz,https://www.freetogame.com/g/317/thumbnail.jpg,A free to play 3D classic MMORPG with robust features.,https://www.freetogame.com/open/rappelz,MMORPG,PC (Windows),Webzen,Gala Lab,2006-11-03,https://www.freetogame.com/rappelz
351,Grand Prix Racing Online,https://www.freetogame.com/g/351/thumbnail.jpg,A free-to-play web-based motorsport management game.,https://www.freetogame.com/open/gpro,Strategy,Web Browser,GPRO.net,GPRO.net,2006-08-01,https://www.freetogame.com/gpro
429,Astro Empires,https://www.freetogame.com/g/429/thumbnail.jpg,A text-based sci-fi strategy and diplomacy MMO Game in a persistent universe.,https://www.freetogame.com/open/astro-empires,Strategy,Web Browser,Cybertopia,Cybertopia,2006-05-00,https://www.freetogame.com/astro-empires
320,Dungeons and Dragons Online,https://www.freetogame.com/g/320/thumbnail.jpg,A free-to-play MMORPG based on the beloved D&D RPG that started it all.,https://www.freetogame.com/open/dungeons-dragons-online,MMORPG,PC (Windows),Warner Bros. Interactive Entertainment,"Turbine, Inc.",2006-02-28,https://www.freetogame.com/dungeons-dragons-online
321,RF Online,https://www.freetogame.com/g/321/thumbnail.jpg,A free to play Sci-fi MMORPG with Large-Scale PvP and fast-paced gameplay.,https://www.freetogame.com/open/rf-online,MMORPG,PC (Windows),RedFox Games,CCR Inc.,2006-02-21,https://www.freetogame.com/rf-online
430,Urban Rivals,https://www.freetogame.com/g/430/thumbnail.jpg,A free to play browser based card-game with a high player base and comic-book inspired world!,https://www.freetogame.com/open/urban-rivals,Card Game,Web Browser,Boostr,Acute Mobile,2006-01-17,https://www.freetogame.com/urban-rivals
323,Flyff: Fly For Fun,https://www.freetogame.com/g/323/thumbnail.jpg,A free-to-play anime MMORPG with charming visual aesthetic and an addictive gameplay.,https://www.freetogame.com/open/flyff,MMORPG,PC (Windows),Webzen,Gala Lab Corp (formerly Aeonsoft),2005-12-25,https://www.freetogame.com/flyff
324,Dream of Mirror Online,https://www.freetogame.com/g/324/thumbnail.jpg,A free to play fantasy MMORPG with tons of social features.,https://www.freetogame.com/open/domo,MMORPG,PC (Windows),SubaGames,SoftStar,2005-09-03,https://www.freetogame.com/domo
431,Imperia Online,https://www.freetogame.com/g/431/thumbnail.jpg,"A 2D free-to-play browser-based Medieval MMORTS, Train soldiers and raise an Empire.",https://www.freetogame.com/open/imperia-online,Strategy,Web Browser,Imperia Online Ltd.,Imperia Online Ltd.,2005-08-23,https://www.freetogame.com/imperia-online
325,MapleStory,https://www.freetogame.com/g/325/thumbnail.jpg,"A popular free-to-play 2D side-scrolling MMORPG with tons of quests, and a huge game world!",https://www.freetogame.com/open/maplestory,MMORPG,PC (Windows),Nexon,Wizet,2005-05-11,https://www.freetogame.com/maplestory
326,Shot Online,https://www.freetogame.com/g/326/thumbnail.jpg,A free to play Golfing MMO that any golf lover will enjoy to play!,https://www.freetogame.com/open/shot-online,Sports,PC (Windows),GamesCampus,OnNet Co. Ltd.,2004-11-30,https://www.freetogame.com/shot-online
327,Everquest 2,https://www.freetogame.com/g/327/thumbnail.jpg,A free to play 3D fantasy MMORPG and the sequel to EverQuest.,https://www.freetogame.com/open/everquest-2,MMORPG,PC (Windows),Daybreak Games,Daybreak Games,2004-11-08,https://www.freetogame.com/everquest-2
328,Dofus,https://www.freetogame.com/g/328/thumbnail.jpg,A 2D MMORPG with tons of different classes and a tactical combat system.,https://www.freetogame.com/open/dofus,MMORPG,PC (Windows),Ankama Games,Ankama Games,2004-09-01,https://www.freetogame.com/dofus
352,Travian,https://www.freetogame.com/g/352/thumbnail.jpg,"A popular browser-based multiplayer online strategy 
game.",https://www.freetogame.com/open/travian,Strategy,Web Browser,Travian Games,Travian Games,2004-09-05,https://www.freetogame.com/travian
190,Ryzom,https://www.freetogame.com/g/190/thumbnail.jpg,An MMORPG where players are immersed in a massive sandbox world.,https://www.freetogame.com/open/ryzom,MMORPG,PC (Windows),Winch Gate,Nevrax,2004-09-19,https://www.freetogame.com/ryzom
329,Kal Online,https://www.freetogame.com/g/329/thumbnail.jpg,A Korean Fantasy MMORPG developed by Inixsoft.,https://www.freetogame.com/open/kalonline,MMORPG,PC (Windows),Inisxoft,Inisxoft,2004-06-11,https://www.freetogame.com/kalonline
330,Lineage 2,https://www.freetogame.com/g/330/thumbnail.jpg,A 3D fantasy MMORPG with a strong emphasis on PvP.,https://www.freetogame.com/open/lineage-2,MMORPG,PC (Windows),NCSoft,NCSoft,2004-04-27,https://www.freetogame.com/lineage-2
332,Red Stone Online,https://www.freetogame.com/g/332/thumbnail.jpg,A free to play 2D old school isometric MMORPG similar to Diablo.,https://www.freetogame.com/open/red-stone-online,MMORPG,PC (Windows),"L＆K CO., LTD","L＆K CO., LTD",2003-10-06,https://www.freetogame.com/red-stone-online
334,Mu Online,https://www.freetogame.com/g/334/thumbnail.jpg,A free to play Dungeon Crawler game like Diablo!,https://www.freetogame.com/open/mu-online,MMORPG,PC (Windows),Webzen,Webzen,2003-10-06,https://www.freetogame.com/mu-online
18,Second Life,https://www.freetogame.com/g/18/thumbnail.jpg,A free to play 3D online virtual world with a huge reputation!,https://www.freetogame.com/open/second-life,Social,PC (Windows),Linden Lab,Linden Lab,2003-06-23,https://www.freetogame.com/second-life
335,Ragnarok Online,https://www.freetogame.com/g/335/thumbnail.jpg,"A popular fantasy MMORPG, back to the golden age of MMORPGs.",https://www.freetogame.com/open/ragnarok-online,MMORPG,PC (Windows),Gravity Interactive,Gravity Interactive,2003-06-01,https://www.freetogame.com/ragnarok-online
17,Entropia Universe,https://www.freetogame.com/g/17/thumbnail.jpg,A 3D MMO Multi Virtual World Real Cash Economy Experience with RPG elements.,https://www.freetogame.com/open/entropia-universe,MMORPG,PC (Windows),MindArk,MindArk,2003-01-30,https://www.freetogame.com/entropia-universe
432,Habbo,https://www.freetogame.com/g/432/thumbnail.jpg,One of the largest and most popular Social MMO.,https://www.freetogame.com/open/habbo,Social,Web Browser,Sulake Corporation,Sulake Corporation,2001-09-26,https://www.freetogame.com/habbo
336,Anarchy Online,https://www.freetogame.com/g/336/thumbnail.jpg,A free to play Sci-Fi MMO that has withstood the test of time.,https://www.freetogame.com/open/anarchy-online,MMORPG,PC (Windows),Funcom,Funcom,2001-06-27,https://www.freetogame.com/anarchy-online
251,The Lord of the Rings Online,https://www.freetogame.com/g/251/thumbnail.jpg,"A free to play MMORPG set in the world of J.R.R. Tolkien's 
classic fantasy saga.",https://www.freetogame.com/open/lotro,MMORPG,PC (Windows),Warner Bros. Interactive Entertainment,"Turbine, Inc.",2001-04-24,https://www.freetogame.com/lotro
339,Tibia,https://www.freetogame.com/g/339/thumbnail.jpg,"A old-school free-to-play massively multiplayer online 
role-playing game.",https://www.freetogame.com/open/tibia,MMORPG,PC (Windows),CipSoft,CipSoft,1997-01-07,https://www.freetogame.com/tibia
